-0.0175,-0.0296,-0.1327,0.1728,-0.0120,-0.0958,0.0437,-0.0120,-0.0018,-0.0087,0.1025,-0.0964,0.1230,0.1089,-0.0067,0.0084,0.0212,-0.0185,0.0093,-0.0053,0.0148,0.0542,0.0934,0.1286,0.0235,-0.0714,-0.0948,-0.0646,-0.0882,-0.0856
0.0502,0.1152,0.1801,0.1832,0.2029,0.0751,0.1227,0.1915,0.1962,0.2493,0.2824,0.0759,0.2141,0.1301,0.2073,0.1424,0.2236,0.1227,0.2707,0.1535,0.3134,0.2627,0.1648,0.2128,0.2221,-0.0156,0.0475,-0.0284,-0.0122,0.1605
0.1786,0.0125,0.1735,0.1313,-0.0735,-0.0685,0.0927,-0.0549,-0.0355,-0.0432,0.0681,-0.0582,-0.0135,0.0448,-0.0394,0.0037,0.0807,0.0333,-0.0649,-0.0849,0.0063,0.0441,0.0130,-0.0371,0.0471,-0.0112,-0.1075,-0.0669,-0.1940,-0.1193
0.0207,-0.0116,0.1182,0.1671,-0.0365,0.0282,0.0421,0.0961,-0.1248,-0.0278,0.1256,-0.1138,0.1154,0.1038,0.0235,0.0322,0.0788,0.1647,0.0782,-0.0098,0.1270,0.0826,0.0314,0.1359,0.1383,-0.1963,0.0546,-0.2046,0.0115,-0.0188
0.1858,-0.0253,0.0724,-0.0068,-0.0309,-0.0096,-0.0599,0.0058,-0.0653,-0.1163,-0.0671,0.0074,-0.1012,-0.0523,-0.0446,-0.1468,-0.0914,0.0460,-0.0406,-0.1497,-0.0506,-0.0123,-0.0937,-0.1073,0.0021,-0.0447,-0.1306,0.0200,-0.1351,0.0779
-0.0112,-0.0611,0.0357,0.0520,-0.1366,0.0100,0.0111,-0.1415,-0.1890,-0.1607,-0.1228,-0.1175,-0.1582,-0.0065,-0.0013,-0.1512,-0.1252,0.1247,0.0890,-0.0047,-0.0291,0.0074,0.0113,-0.1504,-0.0056,-0.1670,0.0114,-0.1955,0.0090,0.1745
0.1126,0.0574,0.1784,-0.0135,-0.0019,0.0242,0.1608,-0.0338,0.0411,-0.0265,0.0288,0.0551,0.0352,0.0769,0.1346,0.0849,0.1722,0.2235,0.2175,-0.0237,0.1948,0.1246,-0.0454,-0.1137,0.1607,-0.0349,-0.0203,-0.1126,-0.1930,0.1038
-0.0446,0.0962,0.1215,0.1667,-0.0473,-0.0164,0.1299,-0.0616,-0.1129,-0.0158,0.0622,-0.0687,0.0554,0.1678,-0.0272,-0.0248,0.1118,0.2429,0.2143,0.0353,0.1551,0.0842,-0.0059,0.1208,0.1116,-0.0428,-0.0065,-0.0562,0.0016,0.0214
0.1265,0.1158,0.1754,-0.0713,-0.0709,0.0266,0.0784,-0.0318,-0.0857,-0.0330,0.0497,-0.0016,-0.0948,0.0552,0.0573,0.0060,-0.0641,0.1314,0.1047,-0.0241,0.0567,-0.0430,0.0855,-0.0046,0.0525,-0.0507,-0.0483,-0.1396,-0.0601,0.0928
-0.0391,0.1122,0.0542,0.0285,-0.1671,-0.0270,-0.0412,0.0181,-0.2311,-0.1734,-0.0877,-0.1030,-0.1438,0.0711,-0.0863,-0.0388,0.0004,0.1034,0.0474,-0.0447,0.0384,-0.0765,-0.0257,0.0252,-0.0425,-0.0755,-0.0374,-0.1080,-0.0657,0.0642
0.2248,-0.0782,-0.0290,-0.0906,-0.0612,0.0578,-0.1934,0.0051,-0.1648,-0.1537,0.0025,-0.2287,-0.0756,-0.1454,-0.0004,-0.0553,-0.1192,-0.2781,-0.3216,-0.1431,-0.2215,-0.2730,-0.0208,-0.0399,-0.1552,-0.2273,-0.0280,-0.0888,-0.0433,-0.0456
0.0214,0.0600,0.1053,0.1549,0.0809,0.0447,0.0713,-0.0743,-0.0115,0.0586,0.1187,0.0317,0.0334,0.1257,0.0714,0.0359,0.0494,0.2000,0.2178,0.0180,0.1458,0.0631,0.0834,0.0125,0.1279,0.0230,0.0070,-0.0097,-0.0577,0.0576
0.0916,0.0867,0.1807,0.0739,0.1264,0.0399,0.1965,0.0357,0.0802,0.0905,0.1414,0.1354,0.0968,0.0876,0.1753,0.1106,0.1627,0.1564,0.1952,0.0783,0.1969,0.1522,0.0598,0.0281,0.1932,0.0537,-0.0590,-0.0321,-0.1062,0.0502
0.0158,-0.1181,-0.1269,0.0121,-0.1082,-0.1133,-0.1251,-0.1009,-0.1812,-0.2287,-0.1112,-0.1936,-0.0726,-0.1944,0.0354,-0.1463,-0.0827,-0.1420,-0.1198,-0.1513,-0.0950,-0.1042,-0.0791,-0.1120,-0.1272,-0.1385,-0.1982,-0.2199,0.0053,-0.0076
-0.0311,-0.0403,0.0982,0.0213,-0.1270,-0.0586,0.1329,-0.0927,-0.1349,0.0698,0.0243,0.0806,-0.1771,-0.0109,-0.1303,-0.1498,0.0747,0.1622,0.1609,-0.0454,0.0822,0.0859,-0.0994,0.0256,0.0666,0.0867,-0.0536,0.0186,-0.1087,0.0054
0.0090,-0.0620,-0.0328,0.0003,-0.1203,0.1204,-0.0407,0.0234,-0.0880,0.0341,0.0216,0.0231,-0.0682,-0.0675,-0.1930,-0.2150,-0.0392,-0.0890,-0.0394,-0.0598,-0.0859,-0.1066,-0.0429,-0.0540,-0.1190,-0.0120,0.0923,-0.0278,-0.0226,0.1296
0.0204,0.0539,0.0320,0.0116,-0.0076,0.1812,-0.0206,-0.1095,0.0464,0.0871,-0.0445,-0.0461,0.0180,0.1371,-0.0637,-0.0825,-0.0466,-0.0303,0.0751,-0.0456,0.0093,0.0130,-0.0880,0.1876,0.0634,-0.0743,0.1714,0.1340,0.3539,0.2946
0.0118,-0.0204,-0.0786,-0.0642,-0.0192,0.1207,-0.0539,-0.0350,-0.1037,-0.0185,0.0155,-0.1238,0.0281,-0.0501,0.0249,-0.0357,-0.1527,-0.1651,-0.0223,-0.2025,-0.1536,-0.1154,-0.0492,0.0998,-0.0369,-0.1634,0.1219,-0.0102,0.3797,0.2896
-0.0296,-0.0306,-0.0484,-0.0154,-0.0299,0.1251,0.0065,-0.1520,-0.0019,0.0412,-0.0810,-0.0706,-0.0051,0.0733,-0.0269,-0.0997,-0.0472,-0.0471,0.0503,-0.0997,-0.0329,0.0125,-0.1383,0.1691,0.0718,-0.1193,0.1262,0.0093,0.4213,0.2610
0.0880,-0.0537,0.0510,0.0281,-0.0221,-0.0689,-0.0018,-0.1472,-0.1241,-0.1233,0.0541,-0.1245,0.0424,-0.0122,0.1154,0.1235,0.0368,-0.0066,0.0241,-0.0373,0.0530,-0.0158,0.0466,-0.1313,0.0998,-0.1659,-0.0953,-0.0690,-0.1043,0.0274
-0.0080,0.1328,0.1145,0.1219,0.3762,0.0843,0.0843,0.1820,0.5245,0.3340,0.3283,0.1455,0.5194,0.0770,0.1536,0.2037,0.2457,0.0476,0.1522,0.2156,0.1857,0.2417,0.1985,0.2693,0.0710,0.0563,0.0660,0.1151,0.0672,0.0426
-0.0976,0.0767,0.0330,-0.0604,0.1756,-0.0660,-0.0696,0.0259,0.3890,0.2446,0.1582,0.0167,0.3005,0.0042,0.0429,0.0666,0.1823,0.0347,0.0920,0.2105,0.1679,0.1689,0.1216,0.2471,-0.0204,-0.0014,0.0230,0.0373,-0.0128,-0.0210
-0.0189,-0.1043,-0.1230,-0.0221,0.0367,0.1876,0.0166,-0.0483,-0.0228,0.0231,0.0559,0.0742,0.0498,-0.2083,-0.1288,-0.1173,-0.0647,-0.1997,-0.1009,-0.2131,-0.2320,-0.1671,-0.1126,-0.0817,-0.1709,-0.0333,0.1025,0.0189,-0.0782,0.1539
-0.0916,-0.0560,-0.0956,-0.0611,-0.0103,0.0679,-0.0608,-0.0293,0.0131,-0.0190,-0.0910,-0.0019,-0.0119,-0.0290,-0.0812,-0.1003,0.0649,0.0106,-0.0028,0.0157,0.0579,0.0085,-0.0277,-0.0195,0.0021,0.0379,0.0549,-0.0523,-0.0720,0.0031
0.0810,0.1819,0.0646,-0.0144,0.0922,0.1849,0.0052,-0.0793,0.1027,0.0646,0.0100,-0.0076,0.0562,-0.0519,0.0678,-0.0133,-0.0247,0.0146,0.0647,-0.0473,0.0065,0.0114,0.0294,0.0371,0.0099,-0.0093,0.0692,0.0236,0.1083,0.2730
-0.0579,-0.1174,0.0123,0.1099,0.0085,0.1100,0.0064,-0.0748,0.0246,-0.0590,-0.1160,-0.0192,-0.0618,0.0138,-0.0307,-0.0539,-0.0521,-0.0803,-0.0071,-0.0464,-0.0673,-0.0598,-0.0453,-0.0627,-0.0408,-0.0705,0.0192,-0.0575,-0.0471,0.0971
0.0155,-0.0067,-0.0483,-0.0273,0.0806,0.3011,0.1370,0.0712,0.1111,0.1246,0.0715,0.1934,0.0799,-0.0197,0.0321,-0.0332,0.0376,0.0185,-0.0515,-0.0038,-0.0009,0.0115,0.0201,-0.0161,0.0514,0.0913,0.2327,0.0107,0.0141,0.2130
0.0193,0.0616,-0.0297,0.0153,0.0401,0.1999,-0.0465,0.0125,-0.0177,-0.0159,-0.0650,-0.0723,-0.0517,0.0313,0.0032,0.0086,0.0597,-0.0993,-0.0538,-0.0156,0.0020,-0.0502,-0.0092,0.0279,0.0250,-0.0577,0.0709,0.0129,0.0015,0.2391
0.0545,-0.0002,0.0437,-0.0869,0.0652,0.2709,0.0067,-0.0266,0.0928,0.0586,0.0062,0.0634,0.0111,-0.0619,-0.0433,-0.1072,-0.0424,-0.0196,0.0408,-0.0788,-0.0324,-0.0166,-0.0336,-0.0280,0.0486,0.0421,0.1550,0.0533,0.0391,0.2201
-0.0336,-0.0626,-0.0159,-0.0206,0.1146,0.0835,0.0588,0.0888,0.1277,0.1314,0.0469,0.0944,0.1057,0.0374,0.0808,0.0658,0.1291,0.1601,0.0196,0.1120,0.0960,0.1159,0.0538,-0.0241,0.1109,0.1648,0.0689,0.0036,-0.0726,-0.0590
0.1340,0.0157,0.0843,0.0770,0.1639,0.2663,0.1491,0.1385,0.2028,0.1475,0.1566,0.1946,0.1602,-0.0853,0.0586,0.0125,0.0257,0.0051,-0.0155,-0.0002,-0.0307,0.0273,0.0833,0.0174,-0.0192,0.0595,0.1368,0.0675,0.0363,0.1883
-0.0386,-0.0016,-0.0927,0.1331,0.0519,0.1261,-0.0119,-0.0406,0.0959,-0.0497,-0.0373,-0.0448,0.1233,0.0182,-0.0408,-0.0355,0.0551,-0.1409,-0.1476,0.0606,-0.0211,0.0379,0.0676,0.0158,-0.0446,-0.0993,-0.0216,-0.0183,-0.0464,0.1180
-0.0715,-0.0729,-0.0663,-0.0121,0.1074,0.3420,0.1895,-0.0423,0.0523,0.2229,0.1187,0.2805,0.0627,-0.0326,-0.1640,-0.1620,0.0836,-0.0532,0.0243,-0.0502,-0.0401,-0.0234,-0.0585,0.0217,-0.0435,0.0505,0.3683,0.0914,0.0494,0.1343
-0.1001,0.1115,0.0217,0.1257,0.2251,0.0658,0.0675,0.2117,0.2871,0.1797,0.2540,0.0615,0.3360,0.2081,0.1231,0.1422,0.1032,-0.0470,0.0515,0.1378,0.0902,0.0957,0.1809,0.1961,0.0465,-0.0536,0.0630,-0.0667,0.0593,0.0844
-0.1234,0.0434,0.1096,0.0085,0.3803,0.0502,0.0491,0.1391,0.3838,0.3578,0.3327,0.0976,0.3530,0.0909,0.0658,0.0991,0.2517,0.0295,0.1779,0.2216,0.1518,0.1648,0.2138,0.2472,0.0962,0.0193,0.0786,-0.0263,0.0734,0.0275
-0.1741,-0.0222,-0.2036,0.1148,0.0348,0.2074,-0.1923,0.0300,-0.0677,-0.1234,-0.0225,-0.1998,-0.0122,0.0160,-0.0258,0.0004,-0.0099,-0.2912,-0.1213,-0.1679,-0.1527,-0.2091,-0.0750,0.0319,-0.0692,-0.1337,0.0775,-0.0163,0.0472,0.1573
0.2502,0.0267,0.3021,0.0390,0.2242,0.1701,0.0913,-0.0151,0.2119,0.0429,0.0036,0.0560,0.1056,0.0301,0.0707,0.0017,0.0059,0.1129,0.0416,-0.0136,0.0203,0.0017,0.0531,0.1107,0.0481,-0.0705,0.0355,0.0913,0.0920,0.0250
-0.1038,0.0399,-0.0001,0.1051,0.1499,0.0445,0.0487,0.1783,0.2314,0.1974,0.2508,0.0589,0.2603,0.1532,0.0301,0.0364,0.0801,-0.0641,0.0453,0.1114,0.0563,0.0549,0.1445,0.2071,0.0084,-0.0599,0.0397,-0.1281,0.0469,0.0277
0.0105,0.0446,-0.0223,-0.1138,0.0296,0.1902,-0.1028,-0.1075,-0.0520,-0.0992,-0.0721,-0.1160,-0.0364,-0.1029,-0.0866,-0.1404,-0.1197,-0.0472,-0.0378,-0.2550,-0.1623,-0.1845,-0.1552,-0.0130,-0.0691,-0.1046,0.0556,-0.0606,0.1050,0.2646
-0.0710,0.0582,0.0031,-0.0595,0.0564,0.1432,-0.1212,-0.1424,-0.0948,-0.0658,0.0130,-0.0998,0.0287,-0.1763,-0.1019,-0.1054,-0.3408,-0.3043,-0.0817,-0.3037,-0.2100,-0.1740,-0.1285,-0.0052,-0.1312,-0.2201,0.1525,-0.0005,0.2669,0.3351
-0.0815,-0.0340,0.0051,0.1296,0.1071,0.1717,-0.0880,0.0158,0.0963,-0.0574,-0.1027,-0.0770,0.0123,0.1048,0.0483,0.0327,0.0638,-0.0367,0.1079,0.0491,0.0647,0.0323,-0.0028,0.0409,0.1066,0.0178,0.0672,0.0179,0.0286,0.1204
