1.000000000000000000e+00,3.898661584135678509e-02,1.019504950577125174e-01,3.210662193278354670e-02,2.091903154954283250e-01,-4.112116773132544825e-03,2.285649452628618628e-01,1.346471144226843997e-01,1.115730387451402961e-01,4.403715806528018389e-02,1.222784077108236278e-01,1.313979244383849665e-01,1.752814270772431182e-01,9.803163381265796866e-03,2.041125811484658520e-02,1.750576770002791605e-01,4.205514107896622666e-02,3.002816242892750523e-02,-4.733114918095188833e-02,7.883719687161994116e-02,-8.316205309360894665e-03,1.118966138207369843e-01,2.999393372720467188e-02,5.247129442830260337e-02,6.377534910292706472e-02,1.050691474438391337e-01,1.042151838743955033e-01,1.244937997000252206e-01,9.602335132255768180e-02,2.939937780865602979e-01,1.140274416256000789e-01,1.113111504121561818e-02
3.898661584135678509e-02,1.000000000000000222e+00,1.484707027579795502e-01,1.588368022782779554e-01,9.458163361472735065e-02,2.939356140498932124e-01,1.196254549814615847e-01,1.706575138374713529e-01,8.796731915815740599e-02,1.193308857400550010e-01,1.155080138501861226e-01,3.584436291395093344e-02,6.174853818184672383e-02,2.683453184115295875e-01,2.249606950903924318e-01,4.066419928686787477e-02,-3.929507375701687955e-02,1.458629945854802296e-02,1.849772103695981051e-01,1.207351930266273021e-01,1.754819778493956206e-01,2.757160589176081977e-01,1.747703950499886194e-01,1.004135072975545773e-01,1.456953904310707981e-02,1.373293933375957510e-01,1.800552444940560770e-01,8.447519826380549268e-02,1.353350039072130917e-01,1.528144959628815469e-01,7.380280681162580680e-02,2.344158830057039011e-01
1.019504950577125174e-01,1.484707027579795502e-01,9.999999999999998890e-01,1.031435132216081269e-01,1.602709172374242597e-01,1.443199418349908614e-01,2.591012330890921644e-01,1.115143681206973436e-01,1.083350521320809723e-01,1.582730600927974851e-01,1.905484604811017446e-01,1.376138061952322800e-01,2.377165528253234461e-01,5.442099988172349745e-02,2.691062994092051630e-01,1.638271804683801847e-01,1.214837228628065785e-01,1.200339232327016920e-03,1.301559953042568107e-01,2.909055497027663861e-01,1.488568128680140545e-01,2.333263592707832679e-01,1.351600850464832471e-01,1.184579874180296255e-01,2.836900840354387998e-02,2.076732706784442661e-01,2.830993764437258475e-01,2.209451280115036220e-01,4.114624738685893623e-01,1.557841821022690199e-01,1.233973680112601112e-01,1.392400628188683043e-01
3.210662193278354670e-02,1.588368022782779554e-01,1.031435132216081269e-01,1.000000000000000444e+00,6.936673069429741267e-02,2.720717294286138510e-01,1.598745401342930861e-01,2.374043980636328932e-01,-2.511233887592802944e-02,2.432510024467545440e-01,1.488010936502609516e-01,1.652929091649821824e-01,1.908025432728716053e-01,1.391794925757732782e-01,2.252122958130721164e-01,2.089360385080036298e-01,2.740178653974939538e-01,3.395320762642377033e-01,5.103632929504000604e-01,1.671148112304640110e-01,3.217580470030348971e-01,2.006561098356806905e-01,3.554277211484434540e-01,2.739851988336211575e-01,-3.945423887516208428e-02,1.960499855889323295e-01,1.153689214480791009e-01,1.255888853504823766e-01,1.598554266579318150e-01,1.621724147834837093e-01,8.934717205106997018e-02,1.946626213811060990e-01
2.091903154954283250e-01,9.458163361472735065e-02,1.602709172374242597e-01,6.936673069429741267e-02,1.000000000000000444e+00,2.148200380694732237e-01,1.762145433373734638e-01,2.937759908458092428e-01,1.110300822244204288e-01,3.651574535473316452e-01,4.077426840525243956e-01,1.698784377407584201e-01,7.020136110131239282e-02,1.135177278084181091e-01,2.886743196961914504e-01,1.015986911096948275e-01,-3.780792289554781721e-02,1.824770765046990206e-02,1.022767367034598529e-01,2.075454089397700541e-01,3.695131350958424932e-02,1.379157460701884441e-01,9.566544921438968618e-02,8.109045215593024825e-02,6.404529616815006487e-02,6.847691984708101920e-01,3.972575778301005167e-01,2.770661612637622118e-01,2.802333330088073171e-01,3.622610584501261277e-01,4.072604916190389890e-01,1.681472586381620171e-01
-4.112116773132544825e-03,2.939356140498932124e-01,1.443199418349908614e-01,2.720717294286138510e-01,2.148200380694732237e-01,1.000000000000000222e+00,1.958628813810400771e-01,1.297595392719524399e-01,8.799361923823695308e-02,1.774273287014116185e-01,1.041154533131094795e-01,1.975303335723943010e-01,1.449186680154966322e-01,2.328395113120702575e-01,5.531434504488597081e-01,1.801424687416276482e-01,2.279704743374556530e-01,2.397555011341730435e-01,3.088614418671210560e-01,2.298337655919774347e-01,2.991600255730301194e-01,2.289185059203480976e-01,3.451032520748624766e-01,3.608976927160947867e-01,1.319252229809531329e-01,2.423650902361222659e-01,2.378942733989273528e-01,1.545833620317546564e-01,2.526245929612893071e-01,2.199810268250737555e-01,1.584712678872030045e-01,3.451209135912693959e-01
2.285649452628618628e-01,1.196254549814615847e-01,2.591012330890921644e-01,1.598745401342930861e-01,1.762145433373734638e-01,1.958628813810400771e-01,1.000000000000000666e+00,1.202237450242022720e-01,2.155055507580314611e-01,7.935677081268004140e-02,1.099955384825552496e-01,1.601125178171168839e-01,2.173493552541952978e-01,1.134352846805535275e-01,1.660345540762929173e-01,2.850497180844891454e-01,1.000011622366012154e-01,1.088446214263092127e-01,1.340560606149468481e-01,2.087063450547553267e-01,1.705975468005550000e-01,2.591432205183834547e-01,2.690397124864811196e-01,2.042664690140319483e-01,1.674652044950928065e-01,1.668177778145623624e-01,1.626418988293137358e-01,2.172959573629087426e-01,1.994558046881874103e-01,2.914662980221054411e-01,1.052842932520103442e-01,1.388264561443428025e-01
1.346471144226843997e-01,1.706575138374713529e-01,1.115143681206973436e-01,2.374043980636328932e-01,2.937759908458092428e-01,1.297595392719524399e-01,1.202237450242022720e-01,1.000000000000000444e+00,5.209547364059489982e-02,4.198039908346988813e-01,3.443200901916874113e-01,2.679223380844568125e-01,1.557870168804861288e-01,1.275712108144426149e-01,1.716644285525930624e-01,8.309868989946221640e-02,-1.741244738910965179e-02,6.511684421515905735e-03,2.137276029934836452e-01,2.216618952060074033e-01,1.510719996060921333e-01,1.537068091037915862e-01,2.536208464365190540e-01,1.341599914154414375e-01,3.054129598776651050e-02,3.600340851944659470e-01,1.174464465601275931e-01,5.623557143411812842e-02,1.439431147097042785e-01,3.365133912299727026e-01,5.050282712434972510e-01,8.329636939885076696e-02
1.115730387451402961e-01,8.796731915815740599e-02,1.083350521320809723e-01,-2.511233887592802944e-02,1.110300822244204288e-01,8.799361923823695308e-02,2.155055507580314611e-01,5.209547364059489982e-02,1.000000000000000222e+00,-5.933252220737806476e-03,2.385146781937929131e-02,5.462894927540035139e-02,1.167347019242863937e-01,5.699064752445384685e-02,-1.384010204150555590e-03,8.187296821882071585e-02,9.546629055598960384e-03,2.579266498857977347e-02,8.498982770073429047e-03,4.312019941326358102e-02,7.123372752063217295e-02,1.447137934097104117e-01,8.829929766521277257e-02,6.406027456193179315e-02,-1.546117012691742773e-02,5.537229157937359481e-02,1.399826580020606115e-01,1.341207642470985950e-02,1.354603260308196444e-01,1.036176235827535597e-01,9.259895823801772563e-02,1.484360206941572335e-01
4.403715806528018389e-02,1.193308857400550010e-01,1.582730600927974851e-01,2.432510024467545440e-01,3.651574535473316452e-01,1.774273287014116185e-01,7.935677081268004140e-02,4.198039908346988813e-01,-5.933252220737806476e-03,1.000000000000000000e+00,2.987114003762628700e-01,1.893070088339197377e-01,1.555920058171498810e-01,1.588154075213736305e-01,2.109945405408689134e-01,7.487766950896369844e-02,3.611897656513715638e-02,1.568382009147790690e-01,3.909388412174881200e-01,2.245004619664354162e-01,1.768483281798580720e-01,1.266818351708360602e-01,1.886122192995485780e-01,2.265683616708286108e-01,9.900612221153123199e-03,3.914783881582426517e-01,2.285208227962242100e-01,1.512884158953329283e-01,1.200678433527522793e-01,1.745057727281277837e-01,3.500729806480804007e-01,1.702430929842268792e-01
