1.000000000000000666e+00,3.346117628046222370e-01,1.722116614694755438e-02,1.052725732373302747e-01,5.731603865623548927e-02,2.296589932151023861e-01,3.302458327705580510e-02,1.964121624182247339e-01,1.541368415994205376e-01,1.316094720769835358e-01,7.749753847861462486e-02,1.752553657793224084e-01,2.102095792168179045e-01,5.106041095180817446e-02,5.513343000121236764e-02,1.069919435373666017e-01,1.452447937058361782e-01,4.504885260513770417e-02,7.785128788532474919e-02,1.941688220106538576e-01,1.833175993823114164e-02,1.735675374853533626e-01,3.900848448375358185e-02,3.867234518837601165e-01,2.584182825904033504e-02,1.033935119089793297e-02,8.736786027073725758e-02,2.630972669559559773e-01,9.883861767843760138e-02,-1.755571317608115717e-02,-6.709389773351032149e-03,2.343887525695761975e-01,1.366548196426745423e-02,1.049773297725337257e-01,2.443119958488717824e-01,6.647559780978183619e-02,3.002918313506086623e-01,5.417801790931348060e-02,1.455002083687412587e-02,3.568149369812730759e-02,1.054096430711436994e-01,9.659511765442338471e-02,1.064125816538372543e-01,1.084285766474938906e-01,1.392929187246444989e-01,1.686526947532387410e-01,9.262779548697148979e-02,1.561164643303477317e-01,2.659840828047819739e-01,6.046739867674384705e-02,8.889015655664835036e-02,2.334740796872931679e-01,-1.213471389580094914e-02,1.392263322104863033e-01,3.241721026227671332e-01,2.141449593962528875e-01,2.389545935024767753e-01
3.346117628046222370e-01,1.000000000000000444e+00,1.318023642148734853e-01,2.292769312507710877e-01,3.102665017812186177e-01,1.504625860156357520e-01,2.276893475650000609e-01,2.230081678331847506e-01,2.274836291679021016e-01,1.282742801900965679e-01,1.975794775190407582e-01,2.034232195321642456e-01,3.420969794033185130e-01,1.918101560872554900e-01,2.134347707785367587e-01,1.954049449292055984e-01,1.805478549357281137e-01,2.805581161670299140e-01,2.593617272184381983e-01,3.291627918969637356e-01,1.086901858699375334e-01,1.626697635183718404e-01,3.166073970872790300e-01,3.839551837222622277e-01,2.141094532857391042e-01,2.768141850097767254e-01,2.425322085826076557e-01,1.745886953054161805e-01,2.333716453167842819e-01,2.317048902839242697e-01,2.253809872684768012e-01,2.669919354639918030e-01,2.252497834942587818e-01,2.335762416819439080e-01,3.016682435526030770e-01,3.574926521092354204e-01,2.639348816675348153e-01,1.628674902122795864e-01,1.728200603048133943e-01,1.086366764218819614e-01,3.334445910704183502e-01,3.045799219855735429e-01,3.337918683149813659e-01,2.133844983619572755e-01,1.723499196707694026e-01,2.071399895268306590e-01,2.884355519355578656e-01,3.327120694477089802e-01,2.545956989617305100e-01,5.895844065867424100e-02,2.199553688513347094e-01,1.861289918472436300e-01,9.929846758548718788e-02,2.860111694636917612e-01,5.070367694107756895e-01,1.634593195222127648e-01,1.708778478626102049e-01
1.722116614694755438e-02,1.318023642148734853e-01,1.000000000000000444e+00,1.538151003969809305e-01,1.666703177290370097e-01,1.545239429992487645e-01,3.051353920567327904e-01,1.187777408115517352e-01,9.564064146472603389e-02,6.205792687799809720e-02,1.124917400812363438e-01,1.573488456186841189e-01,4.087705573586498248e-02,2.401016046690533368e-01,2.515143770871227091e-01,5.893482946262233735e-02,2.513756293725635249e-01,3.438755023073596373e-01,1.021562589116778996e-01,6.905170532984689080e-02,-2.338242177767819313e-02,1.842609622356982668e-01,1.551744369622219955e-01,7.270858369180373260e-02,5.336068724705615718e-02,2.150486294549727173e-01,1.109766788839423868e-01,1.355117416470036362e-01,3.606253370078599252e-02,1.955045326454292187e-01,3.697156498701290039e-02,1.003818707971431967e-01,2.749075555964308054e-02,3.001800969216342763e-01,2.121223211663840202e-01,1.705135906747989871e-01,1.620752794455197487e-01,1.203398554718546065e-01,1.371506872473315930e-01,6.722148569173536092e-02,1.653274369563557389e-01,8.593493564047192945e-02,1.722130067349587346e-01,1.498750719698845046e-01,2.126299588826308096e-01,1.211599555164120101e-01,1.824740588784657391e-01,4.863825979166118418e-02,1.523946415673933241e-01,1.408101716198885134e-01,4.280163987580846985e-02,-3.320581512790993228e-03,2.095786844722388187e-01,1.962265429789330773e-01,1.259444761570365223e-01,2.126417861836965850e-01,1.112563537289221749e-01
1.052725732373302747e-01,2.292769312507710877e-01,1.538151003969809305e-01,1.000000000000000444e+00,1.341977080314253334e-01,1.850319814713259903e-01,1.480757115331133855e-01,2.436058885442639321e-01,1.086530564577112556e-01,1.319417881938329817e-01,1.285812861258845141e-01,1.778190394612506053e-01,1.246795121798597722e-01,6.751812243505726785e-02,2.610837347859899515e-01,3.471606289107873611e-01,1.506491130218599594e-01,1.432511718911617382e-01,1.764975547409349255e-01,2.723116951650823570e-01,1.315922589161631906e-01,1.920918161998849127e-01,9.403689693997699384e-02,1.469197712738938844e-01,3.023839416246697914e-02,1.390024295222753170e-01,2.760140416165692279e-01,1.188794149331340033e-01,1.007119158036999806e-01,1.689603954189942692e-01,1.851487719556845768e-01,2.152341124844902587e-01,2.059941654045409354e-01,2.382893369531573213e-01,2.210983630171911574e-01,1.625102924202934951e-01,1.625699814467713444e-01,1.390495444754808185e-01,1.225691167218593419e-01,2.740256584773011900e-02,2.045934468123628558e-01,1.143899345552750468e-01,1.602842451188721817e-01,2.144414352446629701e-01,2.874826608536905637e-01,2.339356938485774307e-01,4.092408078515494818e-01,1.904539621814047845e-01,2.117085736149932063e-01,8.764416164123270403e-02,1.237275962646270794e-01,1.275525318426213861e-01,1.561868133539714987e-01,2.991810147807365539e-01,1.850634676191347527e-01,1.505125058380875069e-01,1.521821124022959548e-01
5.731603865623548927e-02,3.102665017812186177e-01,1.666703177290370097e-01,1.341977080314253334e-01,1.000000000000000444e+00,9.222618847370556150e-02,2.871394410992962332e-01,1.654842864678608694e-01,2.201800936659897290e-01,-2.114775379662464649e-02,2.721509862307158745e-01,1.362190050143811393e-01,1.687446225401887379e-01,9.003668006101789301e-02,2.200103677255300927e-01,1.759860134965576806e-01,1.359215543384311997e-01,2.579258279001306331e-01,2.022133849999621646e-01,2.368588059057753215e-01,2.757295781978308380e-01,1.696302411680041811e-01,3.954959989386183095e-01,1.737270398709680197e-01,3.660933964214272418e-01,5.293132154817516977e-01,2.026436996531209567e-01,4.419980230991674836e-02,1.441030940631634061e-01,3.352009554979488160e-01,3.840857537547652800e-01,6.760853139493820663e-02,3.340646371114154856e-01,2.384060157274738856e-01,1.853022993492061121e-01,4.429497593933016675e-01,1.311714497290730752e-01,9.395528148440968064e-02,2.906135482501201461e-01,-2.326953887946310237e-02,5.838305366600680113e-01,4.550040957462891389e-01,1.884100282514379332e-01,2.081359470826562863e-01,1.116415380589158290e-01,1.441160055575697596e-01,1.793194829117026046e-01,1.996487434261733085e-01,1.858168460219251084e-01,9.485332977744366512e-02,1.164694261113383145e-01,7.987495690455047315e-02,1.650619809724342690e-01,3.905286503075705573e-01,2.145091254697585048e-01,1.111964804369731386e-01,7.031643088962058474e-02
2.296589932151023861e-01,1.504625860156357520e-01,1.545239429992487645e-01,1.850319814713259903e-01,9.222618847370556150e-02,1.000000000000000666e+00,2.177158076213884519e-01,1.672713158399227462e-01,2.973599958725722248e-01,8.439967299109486787e-02,3.770581736741714929e-01,4.254243567481411636e-01,1.787440418679960286e-01,1.270682337650035909e-01,2.979631090747486555e-01,1.048067090336739227e-01,2.511045191800573284e-01,1.267216055359906557e-01,1.016742428138442955e-01,1.488388971592672916e-01,-5.322405937855672481e-02,2.355963200039442873e-01,2.395658909842859549e-02,2.683865171615568701e-01,3.014750191208753760e-02,9.557702457983748012e-02,2.344236425918780897e-01,1.098200438002636947e-01,1.316631986474031124e-01,5.046495858720057015e-02,-2.963299564779496922e-02,2.156720637712358501e-01,-4.662836655558105781e-02,1.831295054866858563e-01,2.236098660891035761e-01,7.358558834385306446e-02,2.561373886796673993e-01,2.008830795763251464e-01,3.084287410420243764e-02,7.960168598728813161e-02,1.495293609847920813e-01,7.222646776944222080e-02,3.008039100709605229e-01,7.005663598668455672e-01,4.280694258883540604e-01,2.674535934842869889e-01,2.758833902958345852e-01,1.698645215161288247e-01,3.500066648492340393e-01,2.247050485081765747e-01,3.628881569052654910e-01,3.971504356645850220e-01,1.489054603920420550e-01,1.655532595412367303e-01,2.012352866456427747e-01,2.294637412065887172e-01,4.122264763351324302e-01
3.302458327705580510e-02,2.276893475650000609e-01,3.051353920567327904e-01,1.480757115331133855e-01,2.871394410992962332e-01,2.177158076213884519e-01,1.000000000000000444e+00,1.673741672864333674e-01,1.449335010858628925e-01,9.161976046494188508e-02,1.908283805283060852e-01,1.172508027932231689e-01,1.570520257215713422e-01,1.829583870613594454e-01,5.604535840123998636e-01,1.746403661754650782e-01,1.712819656930325007e-01,3.530528793071553428e-01,2.937851408678390785e-01,1.311273292233030852e-01,2.676807137927665892e-01,1.830223528741796446e-01,3.809400197137714494e-01,1.414393705371583265e-01,1.876614240785027810e-01,3.400067775775467704e-01,2.404648237830517843e-01,3.036406979154438260e-03,1.326081497648467222e-01,3.043150215700828332e-01,3.128833796095424891e-01,5.173830807095505802e-02,2.611939236775316919e-01,2.222974452051528771e-01,1.016907480764646515e-01,3.343320165309241476e-01,1.750157014423155966e-01,1.510286632011390295e-01,3.186589383281630550e-01,1.604907070458103380e-01,2.555241716214215475e-01,3.217322011384837754e-01,2.267898690676799223e-01,2.597203773322071529e-01,2.333975029061020612e-01,1.591757011215770845e-01,2.440731620641206912e-01,6.540908215498614231e-02,2.292879442722275396e-01,1.621104883664454543e-01,1.537264089867554362e-01,1.416395822695537821e-01,3.182304802256843423e-01,2.064038870534523062e-01,1.583568108581966671e-01,4.655043661245437947e-02,1.181176878260637164e-01
1.964121624182247339e-01,2.230081678331847506e-01,1.187777408115517352e-01,2.436058885442639321e-01,1.654842864678608694e-01,1.672713158399227462e-01,1.673741672864333674e-01,1.000000000000000444e+00,1.639002614210708364e-01,2.368946239142111498e-01,9.465442424509599995e-02,8.708013605756542708e-02,1.385877957197215737e-01,7.274472628157524490e-02,1.387605971186358644e-01,2.969011260359764037e-01,2.935335041582799454e-01,1.887180906864309726e-01,2.202750006063574073e-01,1.344590887035191640e-01,1.089057429706780933e-01,1.145743876995577587e-01,1.326540029043822289e-01,2.125924913425522866e-01,1.004437986536961536e-01,1.115182338379869520e-01,2.237828785101005913e-01,9.377833066458701738e-02,1.453253553997326808e-01,1.403411514593535248e-01,2.021105527117227629e-01,1.985335407637696392e-01,2.320665926309883886e-01,2.431516582708377894e-01,2.686399756914270576e-01,2.369469626069219126e-01,1.334637722268172122e-01,2.867445712994902141e-01,1.741504221237878680e-01,1.864948020967280296e-01,1.150895376182329150e-01,1.506873912030146090e-01,1.343894082451545235e-01,1.563418053189023493e-01,1.457950164264860404e-01,2.181645613092615399e-01,2.179419903070544673e-01,2.945069453503544876e-01,2.727845586412995793e-01,9.484338532197437999e-02,1.026320494114915244e-01,2.019234744972445705e-01,1.466028733872967726e-01,1.404794889381640322e-01,1.923538505980636470e-01,2.292213895285508674e-01,2.300796293790736968e-01
1.541368415994205376e-01,2.274836291679021016e-01,9.564064146472603389e-02,1.086530564577112556e-01,2.201800936659897290e-01,2.973599958725722248e-01,1.449335010858628925e-01,1.639002614210708364e-01,1.000000000000000444e+00,1.146279205687814051e-01,3.888081455993276370e-01,3.755416133143536506e-01,2.623686411631127036e-01,1.116454662943583281e-01,1.502500543558333845e-01,8.058116329974474024e-02,1.577661448994344684e-01,1.868589629867596913e-01,1.171458231464333893e-01,1.340856253299331224e-01,-1.496518909924441851e-02,7.029480202906832065e-02,1.293617624997256410e-01,1.983405137927934936e-01,2.690503191009190748e-02,2.015982296339528523e-01,2.046048649629444438e-01,2.059180234452921421e-01,1.834577974438484638e-01,1.789893027369309775e-01,1.118104293572067531e-01,2.484276371318658305e-01,7.743419134697454576e-02,1.939756601232916489e-01,3.737095567303084231e-01,2.285613110830357064e-01,1.761618379937879009e-01,8.997384888586461293e-02,1.154614764869567878e-01,2.691175933098017073e-02,1.212663623775124266e-01,1.586243413010134107e-01,2.618603662587040692e-01,3.592748800095724726e-01,1.189706023946909830e-01,5.244545069963560402e-02,1.408799873630284250e-01,2.774401510403109450e-01,3.339349246007143890e-01,1.826167114950030812e-01,4.949168097156864121e-01,4.765241139382342950e-01,4.102255989972539152e-02,1.514763020184257125e-01,3.033819007753166819e-01,2.065856846464770025e-01,3.527842343525341429e-01
1.316094720769835358e-01,1.282742801900965679e-01,6.205792687799809720e-02,1.319417881938329817e-01,-2.114775379662464649e-02,8.439967299109486787e-02,9.161976046494188508e-02,2.368946239142111498e-01,1.146279205687814051e-01,1.000000000000000444e+00,-4.226698335993782363e-02,1.126143505649435973e-02,5.703706289692286185e-02,6.878647867672105232e-02,3.543410741239538808e-02,1.741551365410011210e-01,1.465961887242550055e-01,1.295980636219161430e-01,9.159777086811593527e-02,6.396029161180641354e-02,2.086791084598947632e-02,1.278403856698169527e-01,5.591097937655976902e-03,1.434631499908571584e-01,4.022931524336985365e-02,2.739826786275831316e-02,1.112865642003478817e-01,1.000984987828208161e-01,8.484616724516813591e-02,5.276780073930338599e-02,1.087502672667200326e-02,1.413107220069201864e-01,1.814111395903836299e-02,1.581075220020912719e-01,2.617552368156342846e-01,1.187372795304231093e-01,6.875084188748675773e-02,8.840972873159114176e-02,7.263013741250348709e-02,-1.861377137204303298e-02,2.636083017383981583e-02,2.296687386036939602e-02,6.914293387627148957e-02,4.151309270588186828e-02,1.490344250154905792e-01,3.290615731186658649e-02,1.180748185197506156e-01,8.143992006317160581e-02,1.454846810969532556e-01,1.881262310931478277e-01,8.013388072307905952e-02,1.101492996406144564e-01,1.286763318885098539e-01,2.994885681863439578e-02,1.785748444642716593e-01,9.393355134047695620e-02,1.287519134516111885e-01
